PATH;LINE;SMELL;TIME
aws_aws-parallelcluster-cookbook-cookbooks-aws-parallelcluster-slurm-recipes-install_slurm.rb;75;Admin by default;6.004866123199463
aws_aws-parallelcluster-cookbook-cookbooks-aws-parallelcluster-slurm-recipes-install_slurm.rb;101;Admin by default;6.004866123199463
aws_aws-parallelcluster-cookbook-cookbooks-aws-parallelcluster-slurm-recipes-install_slurm.rb;93;Suspicious comment;6.004866123199463
aws_aws-parallelcluster-cookbook-cookbooks-aws-parallelcluster-slurm-recipes-install_slurm.rb;112;Suspicious comment;6.004866123199463
aws_aws-parallelcluster-cookbook-cookbooks-aws-parallelcluster-slurm-recipes-install_slurm.rb;117;Missing Default in Case Statement;6.004866123199463
AYCHIT_Asf-chef-cookbooks-rsnapshot-resources-script.rb;0;none;1.964684009552002
binary-com_chef-third-party-cookbooks-cron-attributes-default.rb;0;none;6.198037147521973
binary-com_chef-third-party-cookbooks-datadog-recipes-network.rb;0;none;5.134729385375977
binary-com_chef-third-party-cookbooks-datadog-recipes-openmetrics.rb;0;none;2.530421018600464
binary-com_chef-third-party-cookbooks-poise-files-halite_gem-poise-subcontext-resource_collection.rb;0;none;2.920040845870972
chef_mixlib-install-acceptance-windows-server-2012r2-fips-.acceptance-acceptance-cookbook-recipes-verify.rb;9;Admin by default;7.740843772888184
chef_mixlib-install-acceptance-windows-server-2012r2-fips-.acceptance-acceptance-cookbook-recipes-verify.rb;12;Hard-coded secret;7.740843772888184
chef-boneyard_qa-chef-server-cluster-attributes-default.rb;3;Hard-coded secret;4.612585783004761
cookbooks_hw-nginx-recipes-commons_dir.rb;0;none;4.638104200363159
cookbooks_ic-cloud_utils-cookbooks-hadoop_cluster-recipes-default.rb;0;none;2.578022003173828
cookbooks_ic-cloud_utils-cookbooks-redis-recipes-install_from_package.rb;0;none;8.32633090019226
cookbooks_ic-elasticsearch-cookbooks-install_from-definitions-osx_application.rb;0;none;3.8592441082000732
cookbooks_ic-ganglia-cookbooks-elasticsearch-recipes-plugins.rb;30;Admin by default;5.466844797134399
cookbooks_ic-ganglia-cookbooks-hadoop_cluster-example-clusters-science.rb;0;none;12.60170292854309
cookbooks_ic-hadoop_cluster-cookbooks-hbase-recipes-stargate.rb;0;none;5.695046901702881
cookbooks_ic-hadoop_cluster-cookbooks-zabbix-recipes-database_mysql.rb;25;Admin by default;7.8479368686676025
cookbooks_ic-hadoop_cluster-cookbooks-zabbix-recipes-database_mysql.rb;26;Admin by default;7.8479368686676025
cookbooks_ic-hadoop_cluster-cookbooks-zabbix-recipes-database_mysql.rb;47;Admin by default;7.8479368686676025
cookbooks_ic-hadoop_cluster-cookbooks-zabbix-recipes-database_mysql.rb;135;Admin by default;7.8479368686676025
cookbooks_ic-hadoop_cluster-roles-cassandra_client.rb;0;none;1.6866462230682373
cookbooks_ic-jenkins-cookbooks-zabbix-recipes-agent.rb;0;none;2.3693430423736572
cookbooks_ic-jenkins-cookbooks-zabbix-recipes-database_mysql.rb;25;Admin by default;7.495951890945435
cookbooks_ic-jenkins-cookbooks-zabbix-recipes-database_mysql.rb;26;Admin by default;7.495951890945435
cookbooks_ic-jenkins-cookbooks-zabbix-recipes-database_mysql.rb;47;Admin by default;7.495951890945435
cookbooks_ic-jenkins-cookbooks-zabbix-recipes-database_mysql.rb;129;Use of weak cryptography algorithms;7.495951890945435
