PATH;LINE;SMELL;TIME
ansible-role-container-registry-tasks-docker-distribution.yml;0;none;3.68382978439331
ansible-role-container-registry-vars-main.yml;0;none;2.4012291431427
ansible-role-systemd_mount-ansible-role-requirements.yaml;0;none;3.1158947944641113
ansible-role-systemd_mount-tasks-systemd_mounts.yml;0;none;4.224830865859985
ansible-role-systemd_mount-tests-group_vars-all_containers.yml;0;none;4.172118186950684
ansible-role-systemd_mount-vars-main.yml;0;none;2.8516299724578857
ansible-role-systemd_networkd-zuul.d-project.yaml;0;none;2.9524948596954346
ansible-role-tripleo-modify-image-tasks-modify_image.yml;35;Suspicious comment;3.6976540088653564
bifrost-playbooks-install.yaml;0;none;3.9075429439544678
bifrost-playbooks-roles-bifrost-ironic-install-defaults-required_defaults_Fedora_26.yml;0;none;8.690287113189697
bifrost-playbooks-roles-bifrost-ironic-install-defaults-required_defaults_Ubuntu_15.04.yml;0;none;2.967823028564453
bifrost-playbooks-roles-bifrost-keystone-client-config-defaults-main.yml;0;none;2.7058181762695312
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;15;Admin by default;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;47;Admin by default;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;16;Empty password;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;47;Hard-coded secret;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;48;Hard-coded secret;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;55;Hard-coded secret;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;56;Hard-coded secret;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;61;Hard-coded secret;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-main.yml;62;Hard-coded secret;4.244836807250977
bifrost-playbooks-roles-bifrost-keystone-install-defaults-required_defaults_Debian_jessie.yml;0;none;6.479747772216797
bifrost-playbooks-roles-bifrost-keystone-install-defaults-required_defaults_Fedora_22.yml;0;none;3.218864917755127
bifrost-playbooks-roles-bifrost-test-dhcp-defaults-main.yml;0;none;2.623483896255493
bifrost-playbooks-roles-bifrost-test-inspection-handlers-main.yml;0;none;2.1759421825408936
bifrost-playbooks-roles-bifrost-test-vm-handlers-main.yml;0;none;3.4682488441467285
bifrost-playbooks-roles-bifrost-unprovision-node-dynamic-tasks-main.yml;0;none;5.44310188293457
browbeat-ansible-browbeat-roles-gnocchi-config-tasks-main.yml;11;Suspicious comment;3.3415050506591797
browbeat-ansible-browbeat-roles-keystone-token-tasks-main.yml;0;none;8.078166007995605
browbeat-ansible-browbeat-roles-nova-db-tasks-main.yml;0;none;3.091465950012207
browbeat-ansible-check-roles-controller-tasks-main.yml;0;none;4.906044960021973
browbeat-ansible-gather-roles-rabbitmq-tasks-main.yml;0;none;3.3575031757354736
browbeat-ansible-gather-roles-undercloud-tasks-main.yml;0;none;3.565640926361084
